Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Set,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
DRK12,9.5,0.042056944,1,OUT018,11,1,0,366.19,train,0,0,1,0
FDG40,13.65,0.040049609,1,OUT017,13,0,1,611.2044,train,0,1,0,0
FDU49,19.5,0.03075661,1,OUT045,18,0,1,2163.85,train,0,1,0,0
FDR49,8.71,0.0,1,OUT013,33,2,0,575.2512,train,0,1,0,0
FDF40,20.25,0.03941584,4,OUT019,35,0,2,498.0184,train,1,0,0,0
DRE03,19.6,0.024363939,1,OUT017,13,0,1,661.8052,train,0,1,0,0
FDR55,12.15,0.131443921,4,OUT027,35,1,0,5294.4416,train,0,0,0,1
NCU05,11.8,0.058725131,1,OUT035,16,0,1,1208.427,train,0,1,0,0
FDR36,6.715,0.122274118,1,OUT017,13,0,1,838.908,train,0,1,0,0
NCM30,19.1,0.067239404,1,OUT013,33,2,0,660.4736,train,0,1,0,0
FDH24,20.7,0.021464454,3,OUT049,21,1,2,3928.22,train,0,1,0,0
DRO47,10.195,0.112681821,2,OUT018,11,1,0,452.744,train,0,0,1,0
FDQ49,20.2,0.039469737,3,OUT017,13,0,1,782.315,train,0,1,0,0
DRJ37,10.8,0.061101383,3,OUT046,23,0,2,2580.6408,train,0,1,0,0
NCJ42,19.75,0.014359584,2,OUT018,11,1,0,1537.998,train,0,0,1,0
FDD05,19.35,0.016637301,2,OUT049,21,1,2,1687.1372,train,0,1,0,0
FDC39,7.405,0.159843921,4,OUT018,11,1,0,3115.944,train,0,0,1,0
NCY06,15.25,0.061308889,2,OUT045,18,0,1,2348.9424,train,0,1,0,0
NCS06,7.935,0.055566935,4,OUT019,35,0,2,262.991,train,1,0,0,0
FDE16,8.895,0.026397141,4,OUT045,18,0,1,3542.7218,train,0,1,0,0
NCQ50,18.75,0.034307348,4,OUT046,23,0,2,4701.8796,train,0,1,0,0
FDX50,20.1,0.074627201,2,OUT046,23,0,2,1768.3648,train,0,1,0,0
NCL41,12.35,0.041973712,1,OUT017,13,0,1,519.324,train,0,1,0,0
FDM58,16.85,0.080015028,2,OUT018,11,1,0,1677.816,train,0,0,1,0
FDH35,18.25,0.10084386,3,OUT010,22,0,0,164.4526,train,1,0,0,0
FDS50,17.0,0.055519561,4,OUT049,21,1,2,1108.557,train,0,1,0,0
FDT09,15.15,0.012203915,2,OUT027,35,1,0,4350.3372,train,0,0,0,1
FDR60,14.3,0.130946374,1,OUT018,11,1,0,1312.9576,train,0,0,1,0
FDG22,17.6,0.041381156,1,OUT046,23,0,2,659.142,train,0,1,0,0
FDL52,6.635,0.04586701,1,OUT027,35,1,0,910.8144,train,0,0,0,1
DRJ39,20.25,0.036474041,4,OUT018,11,1,0,2409.5302,train,0,0,1,0
FDW45,18.0,0.039231652,3,OUT017,13,0,1,2648.5524,train,0,1,0,0
NCQ38,16.35,0.013393537,2,OUT045,18,0,1,1065.28,train,0,1,0,0
FDB26,14.0,0.031444357,1,OUT017,13,0,1,798.96,train,0,1,0,0
DRG48,5.78,0.014555066,3,OUT046,23,0,2,3062.0142,train,0,1,0,0
FDH10,21.0,0.082526478,4,OUT010,22,0,0,774.9912,train,1,0,0,0
FDP28,13.65,0.080765853,4,OUT049,21,1,2,4958.8784,train,0,1,0,0
FDJ44,12.3,0.17797002,3,OUT010,22,0,0,697.7584,train,1,0,0,0
FDI07,12.35,0.03382933,4,OUT045,18,0,1,2768.3964,train,0,1,0,0
DRJ24,11.8,0.11397026,3,OUT017,13,0,1,2591.2936,train,0,1,0,0
DRL47,19.7,0.038729457,2,OUT035,16,0,1,755.0172,train,0,1,0,0
FDP38,10.1,0.032075379,1,OUT013,33,2,0,354.2056,train,0,1,0,0
FDK02,12.5,0.196490902,2,OUT019,35,0,2,479.376,train,1,0,0,0
FDO23,17.85,0.146305498,2,OUT013,33,2,0,1607.2412,train,0,1,0,0
NCE54,20.7,0.026877471,1,OUT013,33,2,0,1053.2956,train,0,1,0,0
FDS52,8.89,0.005474515,2,OUT046,23,0,2,1922.8304,train,0,1,0,0
FDW01,14.5,0.064048405,3,OUT035,16,0,1,1677.1502,train,0,1,0,0
NCF07,9.0,0.032203667,2,OUT017,13,0,1,1113.2176,train,0,1,0,0
DRE15,13.35,0.017857847,1,OUT018,11,1,0,1518.024,train,0,0,1,0
FDR58,6.675,0.041921462,1,OUT046,23,0,2,2406.2012,train,0,1,0,0
FDL24,10.3,0.024875871,3,OUT013,33,2,0,2069.3064,train,0,1,0,0
FDQ25,8.63,0.028139761,3,OUT027,35,1,0,3621.2862,train,0,0,0,1
FDX56,17.1,0.073997843,4,OUT013,33,2,0,4969.5312,train,0,1,0,0
FDD20,14.15,0.020798905,2,OUT018,11,1,0,1245.046,train,0,0,1,0
DRF60,10.8,0.052363244,4,OUT017,13,0,1,5243.8408,train,0,1,0,0
FDW13,8.5,0.098283459,1,OUT018,11,1,0,934.7832,train,0,0,1,0
FDF09,6.215,0.012138795,1,OUT013,33,2,0,521.9872,train,0,1,0,0
FDY45,17.5,0.0,4,OUT035,16,0,1,4578.0408,train,0,1,0,0
FDR26,20.7,0.042923652,3,OUT045,18,0,1,1062.6168,train,0,1,0,0
FDZ01,8.975,0.009058845,2,OUT046,23,0,2,2579.975,train,0,1,0,0
FDH53,20.5,0.032136417,1,OUT010,22,0,0,165.1184,train,1,0,0,0
FDG52,13.65,0.065898197,1,OUT018,11,1,0,459.402,train,0,0,1,0
FDW50,13.1,0.075731322,3,OUT045,18,0,1,1504.0422,train,0,1,0,0
FDX49,4.615,0.101812521,4,OUT035,16,0,1,5126.66,train,0,1,0,0
FDJ44,12.3,0.106327251,3,OUT046,23,0,2,2616.594,train,0,1,0,0
NCI31,20.0,0.080933328,1,OUT027,35,1,0,842.237,train,0,0,0,1
FDZ52,19.2,0.100055601,2,OUT035,16,0,1,1223.0746,train,0,1,0,0
FDE17,20.1,0.054540159,3,OUT049,21,1,2,755.683,train,0,1,0,0
FDG34,11.5,0.037723476,2,OUT018,11,1,0,1953.4572,train,0,0,1,0
FDE26,9.3,0.14897741,3,OUT010,22,0,0,288.9572,train,1,0,0,0
FDD56,15.2,0.104201019,3,OUT018,11,1,0,2976.7918,train,0,0,1,0
FDR52,12.65,0.076198809,4,OUT045,18,0,1,2675.1844,train,0,1,0,0
FDQ13,11.1,0.010639596,1,OUT035,16,0,1,755.0172,train,0,1,0,0
NCJ42,19.75,0.025039776,2,OUT019,35,0,2,410.1328,train,1,0,0,0
FDH10,21.0,0.086326707,4,OUT019,35,0,2,387.4956,train,1,0,0,0
NCG42,19.2,0.041220035,2,OUT035,16,0,1,3635.268,train,0,1,0,0
FDT31,19.75,0.01247354,4,OUT045,18,0,1,1323.6104,train,0,1,0,0
DRD25,6.135,0.079132212,2,OUT045,18,0,1,2942.836,train,0,1,0,0
FDR35,12.5,0.020693809,4,OUT035,16,0,1,4379.6324,train,0,1,0,0
FDL33,7.235,0.10016525,4,OUT045,18,0,1,2936.178,train,0,1,0,0
FDT45,15.85,0.057302606,1,OUT035,16,0,1,600.5516,train,0,1,0,0
FDT16,9.895,0.048761046,4,OUT045,18,0,1,8851.1452,train,0,1,0,0
DRE49,20.75,0.0,3,OUT035,16,0,1,2428.8384,train,0,1,0,0
DRF60,10.8,0.052149675,4,OUT049,21,1,2,3813.7024,train,0,1,0,0
NCB54,8.76,0.050130529,2,OUT049,21,1,2,2556.672,train,0,1,0,0
FDH20,16.1,0.024987903,2,OUT049,21,1,2,1255.033,train,0,1,0,0
FDA31,7.1,0.109990885,3,OUT035,16,0,1,2769.728,train,0,1,0,0
FDE33,19.35,0.049736267,1,OUT045,18,0,1,1571.288,train,0,1,0,0
FDM12,16.7,0.117026714,4,OUT010,22,0,0,188.4214,train,1,0,0,0
FDW44,9.5,0.035121963,3,OUT013,33,2,0,1022.6688,train,0,1,0,0
DRE48,8.43,0.017311312,4,OUT013,33,2,0,3744.4592,train,0,1,0,0
NCX18,14.15,0.008811818,4,OUT045,18,0,1,2749.754,train,0,1,0,0
FDA38,5.44,0.025583714,4,OUT018,11,1,0,480.7076,train,0,0,1,0
FDQ19,7.35,0.014353174,4,OUT013,33,2,0,969.4048,train,0,1,0,0
FDY47,8.6,0.054220618,2,OUT027,35,1,0,4933.578,train,0,0,0,1
FDE17,20.1,0.054410179,3,OUT013,33,2,0,2720.4588,train,0,1,0,0
FDY25,12.0,0.033974436,3,OUT046,23,0,2,4527.44,train,0,1,0,0
FDT03,21.25,0.009996872,3,OUT035,16,0,1,3123.9336,train,0,1,0,0
FDB49,8.3,0.030212499,2,OUT045,18,0,1,2857.6136,train,0,1,0,0
FDL43,10.1,0.027217468,1,OUT017,13,0,1,1454.773,train,0,1,0,0
FDE47,14.15,0.038123176,2,OUT017,13,0,1,1992.0736,train,0,1,0,0
FDS49,9.0,0.079506434,1,OUT045,18,0,1,1728.4168,train,0,1,0,0
FDU23,12.15,0.021811987,3,OUT018,11,1,0,2311.6576,train,0,0,1,0
FDU38,10.8,0.082150145,4,OUT027,35,1,0,7478.2656,train,0,0,0,1
FDV09,12.1,0.036012919,3,OUT019,35,0,2,593.8936,train,1,0,0,0
FDR20,20.0,0.028167478,1,OUT049,21,1,2,452.744,train,0,1,0,0
FDY11,6.71,0.029560451,1,OUT046,23,0,2,856.8846,train,0,1,0,0
FDG40,13.65,0.039631495,1,OUT027,35,1,0,984.7182,train,0,0,0,1
FDX20,7.365,0.04280099,4,OUT017,13,0,1,2037.348,train,0,1,0,0
FDZ27,7.935,0.017141985,1,OUT013,33,2,0,149.805,train,0,1,0,0
FDH09,12.6,0.056394771,1,OUT017,13,0,1,473.3838,train,0,1,0,0
FDG29,17.6,0.056379439,1,OUT049,21,1,2,293.6178,train,0,1,0,0
NCA30,19.0,0.129534812,4,OUT049,21,1,2,5105.3544,train,0,1,0,0
NCL53,7.5,0.036439878,3,OUT017,13,0,1,3010.7476,train,0,1,0,0
DRE15,13.35,0.0,1,OUT046,23,0,2,986.7156,train,0,1,0,0
NCS38,8.6,0.090191431,2,OUT046,23,0,2,458.0704,train,0,1,0,0
FDY21,15.1,0.30374337,4,OUT019,35,0,2,589.233,train,1,0,0,0
FDB58,10.5,0.022590318,2,OUT010,22,0,0,283.6308,train,1,0,0,0
FDH41,9.0,0.082011521,4,OUT046,23,0,2,1935.4806,train,0,1,0,0
DRF23,4.61,0.122843005,3,OUT049,21,1,2,1569.9564,train,0,1,0,0
FDE05,10.895,0.05432142,3,OUT010,22,0,0,437.4306,train,1,0,0,0
FDY10,17.6,0.049144165,2,OUT049,21,1,2,1717.764,train,0,1,0,0
FDS43,11.65,0.040577878,4,OUT049,21,1,2,1304.968,train,0,1,0,0
NCM30,19.1,0.067400032,1,OUT049,21,1,2,784.3124,train,0,1,0,0
FDY49,17.2,0.012036432,3,OUT045,18,0,1,1816.3024,train,0,1,0,0
FDN02,16.5,0.073977473,4,OUT045,18,0,1,2070.638,train,0,1,0,0
FDP37,15.6,0.143396175,2,OUT045,18,0,1,2184.4898,train,0,1,0,0
NCF07,9.0,0.03201648,2,OUT035,16,0,1,1922.8304,train,0,1,0,0
FDJ09,15.0,0.058346234,1,OUT013,33,2,0,633.8416,train,0,1,0,0
FDO23,17.85,0.14571827,2,OUT027,35,1,0,2269.0464,train,0,0,0,1
FDH09,12.6,0.055806016,1,OUT027,35,1,0,1209.7586,train,0,0,0,1
FDX34,6.195,0.072097449,2,OUT049,21,1,2,1205.098,train,0,1,0,0
FDV60,20.2,0.117543713,4,OUT049,21,1,2,3338.987,train,0,1,0,0
FDE32,20.7,0.048718334,1,OUT013,33,2,0,227.7036,train,0,1,0,0
NCI30,20.25,0.0591756,4,OUT018,11,1,0,4680.574,train,0,0,1,0
FDS37,7.655,0.031918284,2,OUT013,33,2,0,695.0952,train,0,1,0,0
FDC57,20.1,0.095587976,4,OUT019,35,0,2,579.246,train,1,0,0,0
DRC01,5.92,0.019308607,1,OUT017,13,0,1,1478.076,train,0,1,0,0
DRD27,18.75,0.023974769,2,OUT017,13,0,1,694.4294,train,0,1,0,0
FDI12,9.395,0.100602552,1,OUT045,18,0,1,703.0848,train,0,1,0,0
FDQ33,13.35,0.091189915,3,OUT035,16,0,1,4514.124,train,0,1,0,0
FDQ27,5.19,0.077480627,2,OUT019,35,0,2,206.398,train,1,0,0,0
NCB07,19.2,0.129731747,4,OUT010,22,0,0,589.233,train,1,0,0,0
FDC08,19.0,0.103363904,4,OUT013,33,2,0,3169.208,train,0,1,0,0
FDD20,14.15,0.020714523,2,OUT046,23,0,2,2490.092,train,0,1,0,0
FDS24,20.85,0.062212713,1,OUT035,16,0,1,1151.1682,train,0,1,0,0
FDH34,8.63,0.031271134,4,OUT017,13,0,1,3900.9222,train,0,1,0,0
NCX30,16.7,0.026729068,4,OUT018,11,1,0,6439.6176,train,0,0,1,0
FDM01,7.895,0.094567181,2,OUT046,23,0,2,1845.5976,train,0,1,0,0
FDB20,7.72,0.05193741,1,OUT013,33,2,0,934.7832,train,0,1,0,0
NCK29,5.615,0.126480422,2,OUT017,13,0,1,3202.498,train,0,1,0,0
FDS11,7.05,0.055644887,4,OUT049,21,1,2,2684.5056,train,0,1,0,0
NCV41,14.35,0.028519419,2,OUT010,22,0,0,221.0456,train,1,0,0,0
DRL60,8.52,0.027101431,3,OUT049,21,1,2,2439.4912,train,0,1,0,0
FDV10,7.645,0.067083367,1,OUT017,13,0,1,596.5568,train,0,1,0,0
FDV09,12.1,0.020652362,3,OUT018,11,1,0,2227.101,train,0,0,1,0
FDQ39,14.8,0.081042136,4,OUT046,23,0,2,5159.2842,train,0,1,0,0
DRE49,20.75,0.021336565,3,OUT018,11,1,0,1366.2216,train,0,0,1,0
FDR45,10.8,0.029001987,4,OUT045,18,0,1,8604.7992,train,0,1,0,0
DRJ23,18.35,0.069745165,4,OUT010,22,0,0,378.1744,train,1,0,0,0
FDQ26,13.5,0.068148886,1,OUT018,11,1,0,711.0744,train,0,0,1,0
NCA06,20.5,0.144094079,1,OUT017,13,0,1,1061.951,train,0,1,0,0
FDT24,12.35,0.186616421,1,OUT018,11,1,0,1004.0264,train,0,0,1,0
DRG27,8.895,0.105323859,1,OUT045,18,0,1,609.207,train,0,1,0,0
FDR02,16.7,0.022110425,2,OUT045,18,0,1,3558.0352,train,0,1,0,0
DRG37,16.2,0.019374768,3,OUT035,16,0,1,2025.3636,train,0,1,0,0
FDJ07,7.26,0.014482278,2,OUT018,11,1,0,1864.24,train,0,0,1,0
FDP32,6.65,0.087805788,2,OUT049,21,1,2,1907.517,train,0,1,0,0
FDV59,13.35,0.048027043,4,OUT046,23,0,2,5660.6316,train,0,1,0,0
FDP60,17.35,0.055908268,2,OUT035,16,0,1,607.2096,train,0,1,0,0
FDE32,20.7,0.048522793,1,OUT027,35,1,0,1024.6662,train,0,0,0,1
FDK26,5.46,0.032359413,4,OUT017,13,0,1,3169.208,train,0,1,0,0
FDW28,18.25,0.088807455,4,OUT035,16,0,1,2740.4328,train,0,1,0,0
FDP56,8.185,0.046556408,1,OUT049,21,1,2,640.4996,train,0,1,0,0
FDT25,7.5,0.050750977,2,OUT046,23,0,2,1960.1152,train,0,1,0,0
FDQ12,12.65,0.035404052,4,OUT035,16,0,1,2067.309,train,0,1,0,0
FDR60,14.3,0.130390458,1,OUT035,16,0,1,231.6984,train,0,1,0,0
FDZ10,17.85,0.074422769,2,OUT010,22,0,0,253.004,train,1,0,0,0
FDM13,6.425,0.105742544,2,OUT010,22,0,0,131.1626,train,1,0,0,0
FDF26,6.825,0.046729336,3,OUT045,18,0,1,2153.1972,train,0,1,0,0
FDN02,16.5,0.073470234,4,OUT027,35,1,0,5383.6588,train,0,0,0,1
NCI30,20.25,0.058886477,4,OUT013,33,2,0,1724.422,train,0,1,0,0
NCJ31,19.2,0.18293775,4,OUT049,21,1,2,3615.294,train,0,1,0,0
NCQ54,17.7,0.020993364,3,OUT010,22,0,0,168.4474,train,1,0,0,0
FDB02,9.695,0.029223424,3,OUT045,18,0,1,2999.429,train,0,1,0,0
FDC02,21.35,0.068489201,4,OUT027,35,1,0,4165.2448,train,0,0,0,1
FDA11,7.75,0.043326511,2,OUT045,18,0,1,1134.5232,train,0,1,0,0
DRI23,18.85,0.136532569,3,OUT027,35,1,0,2888.2404,train,0,0,0,1
FDE04,19.75,0.018051091,3,OUT049,21,1,2,2696.49,train,0,1,0,0
FDW38,5.325,0.23212188,1,OUT010,22,0,0,53.9298,train,1,0,0,0
FDG46,8.63,0.057620562,2,OUT019,35,0,2,113.8518,train,1,0,0,0
NCJ05,18.7,0.045865089,3,OUT027,35,1,0,2287.023,train,0,0,0,1
FDU01,20.25,0.021002171,3,OUT019,35,0,2,555.2772,train,1,0,0,0
FDY11,6.71,0.029727657,1,OUT017,13,0,1,1120.5414,train,0,1,0,0
FDX60,14.35,0.080527065,1,OUT013,33,2,0,719.064,train,0,1,0,0
NCN29,15.2,0.0,1,OUT049,21,1,2,437.4306,train,0,1,0,0
FDT07,5.82,0.0,4,OUT049,21,1,2,2050.664,train,0,1,0,0
FDI21,5.59,0.056833394,1,OUT018,11,1,0,1214.4192,train,0,0,1,0
FDI41,18.5,0.062256921,3,OUT046,23,0,2,2059.9852,train,0,1,0,0
FDE10,6.67,0.089512542,2,OUT027,35,1,0,3672.5528,train,0,0,0,1
FDQ28,14.0,0.060427062,3,OUT046,23,0,2,3089.312,train,0,1,0,0
FDY32,7.605,0.216323008,3,OUT010,22,0,0,815.605,train,1,0,0,0
NCK05,20.1,0.135612397,1,OUT019,35,0,2,61.2536,train,1,0,0,0
FDH12,9.6,0.085125951,2,OUT045,18,0,1,1278.336,train,0,1,0,0
FDJ27,17.7,0.122565413,2,OUT017,13,0,1,1528.011,train,0,1,0,0
DRL35,15.7,0.0,1,OUT010,22,0,0,129.831,train,1,0,0,0
NCY29,13.65,0.077670981,1,OUT017,13,0,1,1301.639,train,0,1,0,0
FDC21,14.6,0.043201813,2,OUT017,13,0,1,1844.9318,train,0,1,0,0
FDM33,15.6,0.088215871,4,OUT017,13,0,1,5068.7354,train,0,1,0,0
DRJ39,20.25,0.036295834,4,OUT013,33,2,0,1095.241,train,0,1,0,0
FDB22,8.02,0.186528819,3,OUT010,22,0,0,307.5996,train,1,0,0,0
FDC32,18.35,0.099026525,1,OUT013,33,2,0,1295.6468,train,0,1,0,0
FDD02,16.6,0.0,2,OUT046,23,0,2,2607.2728,train,0,1,0,0
FDL28,10.0,0.063162608,4,OUT035,16,0,1,3455.502,train,0,1,0,0
FDL39,16.1,0.063429818,3,OUT049,21,1,2,2345.6134,train,0,1,0,0
FDV37,13.0,0.139785104,4,OUT010,22,0,0,197.7426,train,1,0,0,0
FDA28,16.1,0.04807227,2,OUT017,13,0,1,1761.7068,train,0,1,0,0
FDL04,19.0,0.112097433,2,OUT049,21,1,2,1905.5196,train,0,1,0,0
FDR10,17.6,0.010037996,3,OUT035,16,0,1,3086.6488,train,0,1,0,0
FDA39,6.32,0.012789884,1,OUT017,13,0,1,1060.6194,train,0,1,0,0
FDR15,9.3,0.033431669,3,OUT035,16,0,1,4653.942,train,0,1,0,0
FDQ40,11.1,0.03623131,3,OUT017,13,0,1,3339.6528,train,0,1,0,0
DRG23,8.88,0.086360962,3,OUT027,35,1,0,2439.4912,train,0,0,0,1
FDU36,6.15,0.046232445,2,OUT013,33,2,0,1379.5376,train,0,1,0,0
FDF47,20.85,0.097618234,4,OUT046,23,0,2,897.4984,train,0,1,0,0
FDH14,17.1,0.046808553,2,OUT046,23,0,2,1404.838,train,0,1,0,0
FDO45,13.15,0.03810738,1,OUT018,11,1,0,615.1992,train,0,0,1,0
FDK60,16.5,0.093846532,2,OUT035,16,0,1,1069.2748,train,0,1,0,0
FDS43,11.65,0.040744057,4,OUT017,13,0,1,4101.328,train,0,1,0,0
FDN44,13.15,0.022831052,3,OUT049,21,1,2,4793.76,train,0,1,0,0
FDS34,19.35,0.076878416,2,OUT049,21,1,2,1138.518,train,0,1,0,0
FDU20,19.35,0.021501067,2,OUT045,18,0,1,2771.7254,train,0,1,0,0
FDP44,16.5,0.07964724,2,OUT013,33,2,0,1948.1308,train,0,1,0,0
FDC02,21.35,0.068809463,4,OUT035,16,0,1,5206.556,train,0,1,0,0
FDT56,16.0,0.115570552,1,OUT035,16,0,1,173.7738,train,0,1,0,0
NCA06,20.5,0.143164371,1,OUT013,33,2,0,73.238,train,0,1,0,0
FDE04,19.75,0.018008071,3,OUT013,33,2,0,3415.554,train,0,1,0,0
NCX06,17.6,0.015775777,3,OUT017,13,0,1,3803.0496,train,0,1,0,0
FDX49,4.615,0.102407778,4,OUT017,13,0,1,3961.51,train,0,1,0,0
DRM59,5.88,0.003606726,3,OUT018,11,1,0,1384.1982,train,0,0,1,0
FDJ34,11.8,0.093801337,2,OUT049,21,1,2,1251.704,train,0,1,0,0
FDP60,17.35,0.0,2,OUT013,33,2,0,1821.6288,train,0,1,0,0
FDI07,12.35,0.033760862,4,OUT046,23,0,2,5141.3076,train,0,1,0,0
FDV07,9.5,0.031131455,2,OUT027,35,1,0,3205.1612,train,0,0,0,1
FDH41,9.0,0.082177842,4,OUT045,18,0,1,1720.4272,train,0,1,0,0
NCB31,6.235,0.118858866,4,OUT049,21,1,2,3418.883,train,0,1,0,0
FDW34,9.6,0.0,4,OUT035,16,0,1,4374.306,train,0,1,0,0
FDX45,16.75,0.105448901,3,OUT017,13,0,1,782.315,train,0,1,0,0
FDH14,17.1,0.046881328,2,OUT049,21,1,2,1685.8056,train,0,1,0,0
FDF26,6.825,0.078057026,3,OUT010,22,0,0,153.7998,train,1,0,0,0
FDU24,6.78,0.140955857,1,OUT017,13,0,1,4101.328,train,0,1,0,0
FDX11,16.0,0.107186944,3,OUT018,11,1,0,3453.5046,train,0,0,1,0
FDF35,15.0,0.153960209,2,OUT035,16,0,1,1179.1318,train,0,1,0,0
NCC43,7.39,0.093160853,4,OUT018,11,1,0,1004.0264,train,0,0,1,0
FDG29,17.6,0.05629192,1,OUT046,23,0,2,419.454,train,0,1,0,0
FDS44,12.65,0.15604396,4,OUT046,23,0,2,3845.6608,train,0,1,0,0
FDZ10,17.85,0.044463491,2,OUT046,23,0,2,2024.032,train,0,1,0,0
FDC52,11.15,0.00827301,3,OUT013,33,2,0,1956.1204,train,0,1,0,0
DRL35,15.7,0.030697825,1,OUT035,16,0,1,1168.479,train,0,1,0,0
NCP55,14.65,0.0,1,OUT010,22,0,0,55.2614,train,1,0,0,0
FDV38,19.25,0.101281,1,OUT027,35,1,0,2020.0372,train,0,0,0,1
FDL44,18.25,0.012300013,3,OUT045,18,0,1,3073.9986,train,0,1,0,0
FDZ47,20.7,0.0,2,OUT017,13,0,1,1884.8798,train,0,1,0,0
FDT45,15.85,0.057313443,1,OUT046,23,0,2,1364.89,train,0,1,0,0
FDN23,6.575,0.075625152,3,OUT049,21,1,2,3193.1768,train,0,1,0,0
NCP43,17.75,0.030568919,3,OUT045,18,0,1,2336.958,train,0,1,0,0
DRJ24,11.8,0.198424841,3,OUT019,35,0,2,370.1848,train,1,0,0,0
FDA02,14.0,0.029578726,3,OUT027,35,1,0,3756.4436,train,0,0,0,1
FDH33,12.85,0.213125482,1,OUT019,35,0,2,175.7712,train,1,0,0,0
FDF56,16.7,0.120137953,3,OUT017,13,0,1,3078.6592,train,0,1,0,0
NCN26,10.85,0.028679894,2,OUT046,23,0,2,2109.2544,train,0,1,0,0
FDD22,10.0,0.099804623,2,OUT049,21,1,2,3243.7776,train,0,1,0,0
FDU15,13.65,0.044526443,1,OUT010,22,0,0,71.9064,train,1,0,0,0
FDB41,19.0,0.162882227,1,OUT010,22,0,0,189.0872,train,1,0,0,0
FDZ35,9.6,0.022404493,2,OUT017,13,0,1,2579.975,train,0,1,0,0
FDT60,12.0,0.075975642,2,OUT017,13,0,1,1486.0656,train,0,1,0,0
FDE51,5.925,0.09644909,1,OUT035,16,0,1,312.2602,train,0,1,0,0
NCQ06,13.0,0.041816615,4,OUT035,16,0,1,4845.0266,train,0,1,0,0
FDS28,8.18,0.082867689,1,OUT017,13,0,1,171.7764,train,0,1,0,0
FDH32,12.8,0.076214289,2,OUT045,18,0,1,1834.279,train,0,1,0,0
FDW37,19.2,0.124301968,1,OUT045,18,0,1,2082.6224,train,0,1,0,0
FDY33,14.5,0.097201128,3,OUT046,23,0,2,2705.1454,train,0,1,0,0
FDF17,5.19,0.042861968,4,OUT017,13,0,1,3731.809,train,0,1,0,0
FDG56,13.3,0.0713931,1,OUT013,33,2,0,1592.5936,train,0,1,0,0
NCB18,19.6,0.041256807,1,OUT013,33,2,0,2125.2336,train,0,1,0,0
FDU14,17.75,0.034746076,4,OUT035,16,0,1,998.7,train,0,1,0,0
FDU22,12.35,0.093441604,2,OUT049,21,1,2,3673.8844,train,0,1,0,0
NCV41,14.35,0.017024598,2,OUT013,33,2,0,2099.9332,train,0,1,0,0
FDY52,6.365,0.007363189,1,OUT045,18,0,1,1225.072,train,0,1,0,0
DRG48,5.78,0.014484582,3,OUT027,35,1,0,3062.0142,train,0,0,0,1
FDU01,20.25,0.011937183,3,OUT027,35,1,0,4442.2176,train,0,0,0,1
NCP53,14.75,0.032862976,4,OUT013,33,2,0,4278.4308,train,0,1,0,0
FDC17,12.15,0.015484763,4,OUT049,21,1,2,631.1784,train,0,1,0,0
NCZ30,6.59,0.026163192,2,OUT013,33,2,0,602.549,train,0,1,0,0
FDK03,12.6,0.073920438,4,OUT046,23,0,2,2797.6916,train,0,1,0,0
FDE08,18.2,0.086352403,3,OUT019,35,0,2,445.4202,train,1,0,0,0
NCM07,9.395,0.03976832,1,OUT027,35,1,0,2348.9424,train,0,0,0,1
FDY35,17.6,0.015950066,1,OUT027,35,1,0,1975.4286,train,0,0,0,1
FDS28,8.18,0.082002559,1,OUT027,35,1,0,1374.2112,train,0,0,0,1
FDI56,7.325,0.093307668,1,OUT013,33,2,0,2006.7212,train,0,1,0,0
FDR23,15.85,0.143199389,3,OUT019,35,0,2,352.874,train,1,0,0,0
FDF29,15.1,0.019965179,2,OUT049,21,1,2,908.817,train,0,1,0,0
FDA47,10.5,0.116108797,3,OUT027,35,1,0,6035.477,train,0,0,0,1
FDI10,8.51,0.078339081,3,OUT013,33,2,0,1379.5376,train,0,1,0,0
FDC45,17.0,0.237651344,3,OUT019,35,0,2,171.1106,train,1,0,0,0
FDA27,20.35,0.031102571,4,OUT017,13,0,1,2045.3376,train,0,1,0,0
NCR41,17.85,0.018097419,2,OUT018,11,1,0,1332.9316,train,0,0,1,0
FDR09,18.25,0.078041216,4,OUT018,11,1,0,2848.9582,train,0,0,1,0
NCB06,17.6,0.08226356,3,OUT013,33,2,0,1278.336,train,0,1,0,0
FDE53,10.895,0.026880159,2,OUT046,23,0,2,1491.392,train,0,1,0,0
DRE27,11.85,0.222063351,2,OUT010,22,0,0,195.7452,train,1,0,0,0
NCA06,20.5,0.142589751,1,OUT027,35,1,0,585.904,train,0,0,0,1
FDL56,14.1,0.126292985,1,OUT018,11,1,0,1133.8574,train,0,0,1,0
FDT09,15.15,0.012260981,2,OUT035,16,0,1,1186.4556,train,0,1,0,0
DRH03,17.25,0.05869048,1,OUT010,22,0,0,93.212,train,1,0,0,0
NCQ53,17.6,0.018982338,4,OUT018,11,1,0,2836.308,train,0,0,1,0
NCT18,14.6,0.059405152,3,OUT046,23,0,2,3621.952,train,0,1,0,0
FDL43,10.1,0.027059264,1,OUT035,16,0,1,1761.041,train,0,1,0,0
FDJ53,10.5,0.071244438,2,OUT035,16,0,1,1325.6078,train,0,1,0,0
